longitude,latitude,issue_type,issue_Description,ticket_created_date_time
-8938263.26006459,2970914.0864891,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 15:43:14.676+00
-8929304.04480656,2976961.50191147,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:41:17.541+00
-8926182.20100676,2977104.46135298,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:41:53.009+00
-8933384.12678312,2973226.37713172,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:26:31.186+00
-8933390.13803562,2973408.86383817,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:28:47.210+00
-8932473.42202894,2967042.95287244,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/20 11:36:40.733+00
-8931772.44319541,2971344.89358882,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/19 16:03:13.364+00
-8933397.03984405,2973590.2400719,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:30:50.681+00
-8930114.78465801,2966800.60837723,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:52:22.148+00
-8933157.25766088,2973323.30745716,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:37:35.514+00
-8930455.97889729,2971286.42175396,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/21 09:24:57.940+00
-8933478.41439182,2965875.13883364,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:54:47.248+00
-8925962.34501244,2977522.09394443,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:56:14.381+00
-8932510.82537784,2972696.73345792,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:39:05.752+00
-8933835.08204032,2972280.47465206,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:40:12.405+00
-8934493.53682837,2972172.67210015,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 09:42:26.619+00
-8934767.93937317,2971704.25943475,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 10:32:17.471+00
-8929580.67374119,2968126.56963394,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 10:33:26.660+00
-8931720.01171525,2970236.31716997,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 10:48:24.953+00
-8925939.63583632,2977625.85467384,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/25 13:57:44.666+00
-8934011.63475272,2972338.33231178,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/19 16:27:11.154+00
-8926402.05700107,2974752.73327701,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/26 10:10:11.480+00
-8929854.74232752,2978171.13619588,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 11:20:53.441+00
-8931298.22216463,2972089.47181927,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/19 18:28:41.845+00
-8925857.03677415,2977529.39056287,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 23:07:18.319+00
-8933546.54192019,2973435.5694004,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 10:13:20.156+00
-8929804.98251513,2967658.90405108,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 10:20:37.914+00
-8933590.51311905,2973433.71484589,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 11:06:41.110+00
-8925851.69343859,2977115.46780383,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 11:53:33.890+00
-8932131.55987271,2966358.31835527,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 11:55:02.130+00
-8932489.89731358,2966115.98515593,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 14:39:59.260+00
-8932519.28565915,2966162.44954934,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 14:42:10.930+00
-8932447.48458758,2966131.43207892,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 14:43:16.357+00
-8943581.43741775,2968179.96157816,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 15:47:59.351+00
-8943581.43741775,2968179.96157816,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 15:49:36.025+00
-8927346.49156096,2972081.80703259,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 16:05:00.006+00
-8930955.80341095,2971123.3693908,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 14:01:05.194+00
-8930875.09678013,2973781.01517854,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 14:06:12.066+00
-8927574.80783658,2973028.19122906,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/22 14:24:05.238+00
-8931371.91566754,2975248.81780045,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 23:58:02.400+00
-8931367.90816587,2975262.54320926,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/23 23:59:39.062+00
-8934187.29690919,2963480.97776109,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/26 12:26:34.271+00
-8927338.47655763,2969929.39673476,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/28 13:40:54.780+00
-8927404.82297414,2970921.37981821,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/29 07:13:39.569+00
-8925964.57140226,2977700.05826863,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/27 08:42:05.311+00
-8931589.99055,2967892.6113902,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/27 08:42:29.099+00
-8925905.12679417,2977701.17132541,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/27 08:42:59.443+00
-8929325.86342676,2977156.40198017,COMPWSF,STORM FLOOD/ DRAINAGE,2024/03/27 14:53:28.576+00
-8929157.77099566,2970788.36984367,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/03 11:32:54.280+00
-8931305.23529255,2975674.68242075,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/10 15:54:30.080+00
-8931645.87293438,2973741.82138624,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/11 08:44:42.292+00
-8933349.72906046,2964800.337645,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/03 15:08:04.392+00
-8930488.37286911,2968049.20109637,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/10 09:33:31.208+00
-8931282.8600749,2968050.5606039,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/10 09:34:49.951+00
-8930683.73857545,2971952.98976566,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/10 12:31:55.752+00
-8938703.86260915,2970368.82769496,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:52:32.748+00
-8938765.08832908,2970166.72490154,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 15:07:53.108+00
-8933349.2837825,2971229.06271751,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/12 17:54:33.014+00
-8930853.83475739,2975937.20618152,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/15 09:31:32.812+00
-8938586.08658789,2969861.53641778,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:30:08.875+00
-8938644.08404259,2970002.32529412,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:35:30.129+00
-8938645.75383495,2970081.43464972,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:38:18.293+00
-8938657.10842302,2970347.93743012,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:40:30.546+00
-8938775.88631969,2970554.49277585,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 14:48:17.898+00
-8932922.4848548,2970191.44680634,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/17 10:33:26.616+00
-8938877.2983758,2970146.57657993,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 15:13:33.298+00
-8939054.29636616,2970385.26798348,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 15:16:01.928+00
-8939326.69516014,2970170.1859657,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/16 15:17:28.197+00
-8934716.62108791,2971507.2066903,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/11 12:18:09.869+00
-8927100.36416682,2979899.62365194,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/17 13:07:59.940+00
-8930430.26409492,2971011.86684709,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/12 10:12:44.875+00
-8927729.43060929,2970275.9960356,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/19 10:14:09.265+00
-8929996.11808083,2973242.44971788,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/19 14:50:46.076+00
-8930855.72718873,2973753.69078862,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/25 10:20:46.395+00
-8927744.12478208,2975147.91789256,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/24 14:05:12.966+00
-8927100.36416682,2979899.62365194,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/22 16:30:22.396+00
-8932872.05712547,2965571.39881942,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/23 08:30:57.299+00
-8932259.46596763,2970171.66927917,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/23 11:55:34.034+00
-8926378.7912275,2974483.55386384,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/22 11:32:42.545+00
-8926915.68513159,2970784.78501904,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/24 12:25:07.437+00
-8929456.77514793,2977551.77512686,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/01 11:00:51.219+00
-8931567.17005439,2971910.46300851,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/30 08:49:33.213+00
-8928497.31245678,2971088.75653706,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/02 10:55:04.292+00
-8932442.36389101,2972282.57631519,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/03 08:47:03.532+00
-8927371.53844639,2977961.13423915,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/30 12:49:35.887+00
-8931079.36804574,2970428.40837702,COMPWSF,STORM FLOOD/ DRAINAGE,2024/04/30 17:06:05.407+00
-8929285.67709058,2973833.56222541,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/01 07:05:31.164+00
-8930774.57527994,2969135.6113492,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/07 11:13:07.165+00
-8930340.9858633,2977969.42047835,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/08 10:09:12.204+00
-8929845.50280978,2977588.62934545,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/06 10:18:59.746+00
-8929069.71727844,2977559.07176009,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/08 15:09:23.166+00
-8940519.59482348,2969792.68756445,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 10:55:41.673+00
-8931869.84774986,2967165.91858984,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/08 15:52:47.555+00
-8928026.20837175,2973090.0081289,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:11:11.913+00
-8927987.02391099,2973270.88587504,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:21:38.534+00
-8928454.89973079,2971796.60564079,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:24:14.919+00
-8928364.39698478,2972278.62024366,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:25:23.336+00
-8928365.39886019,2972323.24973746,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:26:49.672+00
-8928220.90616114,2972326.71131053,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:27:57.792+00
-8928099.3452772,2973527.30832277,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:29:04.680+00
-8928144.98626842,2973359.90376711,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:30:28.575+00
-8928176.26704534,2973521.62098744,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:39:20.729+00
-8928239.27387713,2973546.84310007,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:40:28.526+00
-8926401.50040362,2973866.82151244,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:46:52.830+00
-8926446.91875586,2973941.3769914,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:48:31.412+00
-8926470.18452944,2974122.75981498,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 08:50:15.450+00
-8926507.69919784,2974106.19169294,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 09:04:31.506+00
-8926406.39846122,2974164.6747745,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 09:05:34.327+00
-8926615.12250645,2974447.2020391,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/09 09:07:51.657+00
-8933996.60662146,2964677.88597948,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/03 13:29:07.598+00
-8927888.28352266,2978601.04359126,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/06 14:29:35.632+00
-8929458.44494029,2977603.46999659,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/06 09:10:23.958+00
-8928621.87896698,2968625.89076984,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/13 13:55:56.282+00
-8926908.00408673,2971029.17317303,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/15 14:28:50.944+00
-8927740.67387786,2969020.53951622,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/14 11:00:34.872+00
-8928482.50696451,2971417.08746547,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 09:26:24.077+00
-8933521.60635425,2964241.71426986,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/16 10:41:22.329+00
-8928523.47253712,2969560.43322303,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 12:44:01.314+00
-8930955.80341095,2968420.47491953,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:04:00.185+00
-8930753.53589618,2968453.96912498,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:05:43.444+00
-8927886.72504978,2978496.90491027,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 20:05:44.559+00
-8930751.30950637,2968399.83461696,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:12:35.483+00
-8930707.11566852,2968453.84552999,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:14:12.948+00
-8930705.22323718,2968401.31775151,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:17:46.437+00
-8930308.25793301,2968455.57586,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:19:40.055+00
-8930283.87896452,2968434.93550808,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:25:41.845+00
-8930405.99644593,2968683.98121279,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:49:51.805+00
-8930441.396044,2968682.99243737,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:51:12.786+00
-8930678.61787888,2968681.8800651,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:52:28.920+00
-8930754.42645211,2968707.58824572,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 15:59:43.259+00
-8930756.54152243,2968707.58824572,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:01:16.564+00
-8930968.71647189,2968694.73414978,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:02:36.779+00
-8930741.06811321,2968786.56702457,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:04:21.165+00
-8930665.14822049,2968768.64535516,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:05:54.553+00
-8930294.23167717,2968832.29828014,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:07:11.110+00
-8930316.49557533,2968802.51114885,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:08:25.177+00
-8930328.74071931,2969001.38156504,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:09:40.579+00
-8930326.95960746,2968956.88577491,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:11:08.704+00
-8930499.50481819,2969008.79754318,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:12:22.424+00
-8930505.5160707,2968953.42499688,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:13:43.526+00
-8930980.73897689,2968962.69493985,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:15:26.850+00
-8931181.22537981,2969002.12316268,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:16:57.339+00
-8931178.99898999,2968949.34622383,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:34:25.172+00
-8931184.78760352,2969092.10395504,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:35:38.070+00
-8931182.22725523,2969039.20309271,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 16:47:17.625+00
-8930069.25498628,2968781.62311358,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:38:40.657+00
-8930055.6740084,2968782.36470012,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:44:40.042+00
-8930081.94540823,2969037.22549408,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:05:15.852+00
-8930102.42819453,2969105.70000186,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:06:47.764+00
-8930006.58211296,2969126.95930031,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:08:14.534+00
-8930507.40850204,2969190.49017803,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:15:29.131+00
-8930910.27373922,2969061.08029537,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:22:05.693+00
-8930996.21238611,2969095.81196656,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:23:27.055+00
-8930905.93227908,2969074.67631345,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:28:38.726+00
-8930847.93482438,2969044.39429039,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:29:56.142+00
-8930858.73281498,2969098.90197688,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:31:10.677+00
-8930164.09919243,2969103.84599474,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:32:55.825+00
-8930727.04185737,2969097.41877184,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:33:58.438+00
-8930733.83234631,2969042.54029101,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:35:11.600+00
-8930733.83234631,2969042.54029101,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 08:36:24.447+00
-8930504.84815375,2969138.20696486,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:16:41.673+00
-8930686.18760425,2969134.12814046,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:17:48.774+00
-8930686.8555212,2969187.1529461,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:19:14.098+00
-8930708.5628219,2969187.02934493,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:22:51.886+00
-8930719.24949302,2969133.51013685,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:29:04.550+00
-8930758.87923174,2969152.29745788,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:30:15.411+00
-8930786.04118749,2969178.87167012,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:31:43.061+00
-8930810.64279496,2969186.7821426,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:37:28.553+00
-8930809.52960005,2969135.36414773,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:39:35.358+00
-8930874.42886318,2969185.7933333,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:40:44.376+00
-8930855.83850822,2969134.86974481,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:41:57.126+00
-8930906.04359857,2969150.81424745,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 09:43:03.731+00
-8930657.68981461,2968369.18320322,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 16:56:12.988+00
-8930123.57889778,2969917.77764182,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 18:07:15.800+00
-8934140.32008408,2965958.6746172,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 18:39:13.241+00
-8928993.68606623,2977524.32003103,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/21 18:53:09.969+00
-8930973.83716846,2969151.67945351,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:15:28.825+00
-8930965.26556767,2968596.96923076,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:22:05.978+00
-8930721.14192436,2968921.16564099,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:23:38.952+00
-8930527.44601038,2969071.95710882,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:25:11.837+00
-8930491.82377333,2968750.22931767,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:26:22.204+00
-8930273.63757137,2968347.92500224,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:27:48.426+00
-8930523.10455024,2968375.23932425,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:29:29.821+00
-8930520.76684093,2968322.0938576,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:31:29.622+00
-8931181.11406032,2968325.92526853,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:55:36.439+00
-8931181.22537981,2968411.45250825,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/17 16:57:12.198+00
-8930959.14299568,2970559.1900587,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/22 08:04:10.037+00
-8929594.25471906,2968116.06429741,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/22 08:23:47.312+00
-8933730.77567745,2964783.28578785,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/22 08:33:08.145+00
-8928565.32866566,2968986.79681897,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/20 10:46:20.778+00
-8934015.08565694,2972477.41415859,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/28 15:16:56.736+00
-8933386.68713141,2970619.38958,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/28 15:36:25.174+00
-8926471.29772435,2976106.98971546,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/31 07:23:10.336+00
-8926012.88406126,2976732.47291247,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/31 07:28:59.099+00
-8929500.41238832,2975807.6130823,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/29 17:38:39.566+00
-8926299.30911107,2974673.59871495,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/30 08:24:12.588+00
-8929151.2031457,2976484.65075185,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/28 16:28:36.051+00
-8930964.59765073,2971279.99357493,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/28 16:39:36.690+00
-8929977.52772586,2972069.19723097,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/28 17:35:39.122+00
-8928964.29772066,2973389.8237911,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/29 08:50:28.281+00
-8930943.89222544,2970559.68450961,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/01 09:01:51.046+00
-8926741.24748952,2979506.4134678,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/24 16:19:59.509+00
-8928271.22257098,2977650.7128362,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/31 08:28:44.855+00
-8928737.42859843,2973887.59315006,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/30 12:17:20.373+00
-8928644.81078209,2975059.38374183,COMPWSF,STORM FLOOD/ DRAINAGE,2024/05/24 09:31:39.310+00
-8926332.8162778,2974265.691556,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/08 09:10:54.800+00
-8932259.46596763,2970171.66927917,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/05 12:59:00.262+00
-8926314.22592284,2976984.25660807,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/05 14:53:34.167+00
-8926292.29598315,2976923.41260715,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/05 14:56:42.254+00
-8931517.74420048,2968682.25085585,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/03 13:56:22.464+00
-8929253.50575774,2971282.46595115,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/04 07:08:07.242+00
-8927680.67267233,2980085.65694026,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/06 09:11:32.586+00
-8929263.63583141,2971852.4834133,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/04 14:56:35.056+00
-8926682.80475685,2972453.30654396,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/01 17:27:19.762+00
-8930685.51968731,2971324.99088736,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/11 16:31:08.358+00
-8933263.79041357,2968281.80230646,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:29:01.533+00
-8925831.54461076,2977605.07773469,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:37:34.684+00
-8925885.4232443,2977526.79346097,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:37:50.997+00
-8925856.03489873,2977590.36075397,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:38:53.440+00
-8930122.02042491,2969864.7501962,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:50:38.675+00
-8928567.77769446,2974975.91977399,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 14:54:54.278+00
-8930674.83301619,2974589.39506433,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:00:14.149+00
-8926568.70227879,2973081.47738122,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:05:13.695+00
-8926378.7912275,2974483.55386384,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:05:27.671+00
-8930583.55103374,2973825.64924631,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:10:53.203+00
-8925857.03677415,2977529.39056287,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:11:20.888+00
-8928239.38519662,2978003.67856184,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:35:19.328+00
-8931848.8083661,2975472.63012541,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 15:56:21.118+00
-8931176.10468323,2974905.4394603,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 16:19:37.308+00
-8933992.04252234,2972477.90867418,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 16:46:34.092+00
-8937066.68685805,2971279.74633733,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 16:53:26.842+00
-8933447.69021236,2972662.85867322,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 17:11:09.460+00
-8931523.19885553,2975221.73797754,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 17:20:26.811+00
-8927660.30120551,2979931.53610912,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 17:36:12.407+00
-8925806.8316838,2979471.6571149,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 17:39:10.337+00
-8933416.29811596,2963643.45106832,COMPWSF,STORM FLOOD/ DRAINAGE,2024/06/12 17:42:14.137+00
